 Year-Rank Movie Year Imdb Metascore Votes Genre Runtime Cert Gross Director Stars
1020 19 "Lord of War" (2005) 7.6 62 47680 "
Crime, Drama, Thriller            " "122 min" R 24149632.0 "Andrew Niccol" "['Nicolas Cage', 'Ethan Hawke', 'Jared Leto', 'Bridget Moynahan']"
1021 20 "Thank You for Smoking" (2005) 7.6 71 47680 "
Comedy, Drama            " "92 min" R 24792061.0 "Jason Reitman" "['Aaron Eckhart', 'Cameron Bright', 'Maria Bello', 'Joan Lunden']"
1022 21 "Chinjeolhan geumjassi" (2005) 7.6 75 47680 "
Crime, Drama, Thriller            " "115 min" R 211667.0 "Chan-wook Park" "['Yeong-ae Lee', 'Min-sik Choi', 'Shi-hoo Kim', 'Yea-young Kwon']"
1023 22 "Little Manhattan" (2005) 7.6 52 47680 "
Comedy, Family, Romance            " "84 min" PG 384924.0 "Mark Levin" "['Josh Hutcherson', 'Charlotte Ray Rosenberg', 'Bradley Whitford', 'Cynthia Nixon']"
1024 23 Hooligans (2005) 7.5 55 47680 "
Crime, Drama, Sport            " "109 min" R 344095.0 "Lexi Alexander" "['Elijah Wood', 'Charlie Hunnam', 'Claire Forlani', 'Marc Warren']"
1025 24 "A History of Violence" (2005) 7.5 81 47680 "
Drama, Thriller            " "96 min" R 31493782.0 "David Cronenberg" "['Viggo Mortensen', 'Maria Bello', 'Ed Harris', 'William Hurt']"
1026 25 "The Curse of the Were-Rabbit" (2005) 7.5 87 47680 "
Animation, Adventure, Comedy            " "85 min" - 56110897.0 "Steve Box" "['Peter Sallis', 'Helena Bonham Carter', 'Ralph Fiennes', 'Peter Kay']"
1027 26 "Good Night, and Good Luck." (2005) 7.5 80 47680 "
Biography, Drama, History            " "93 min" PG 31501218.0 "George Clooney" "['David Strathairn', 'George Clooney', 'Patricia Clarkson', 'Jeff Daniels']"
1028 27 "The Greatest Game Ever Played" (2005) 7.5 55 47680 "
Biography, Drama, History            " "120 min" PG 15331289.0 "Bill Paxton" "['Shia LaBeouf', 'Stephen Dillane', 'Elias Koteas', 'James Paxton']"
1029 28 "Everything Is Illuminated" (2005) 7.5 58 47680 "
Comedy, Drama            " "106 min" PG-13 1705595.0 "Liev Schreiber" "['Elijah Wood', 'Eugene Hutz', 'Boris Lyoskin', 'Jonathan Safran Foer']"
1030 29 "Paradise Now" (2005) 7.5 71 47680 "
Crime, Drama, Thriller            " "90 min" PG-13 1452402.0 "Hany Abu-Assad" "['Kais Nashif', 'Ali Suliman', 'Lubna Azabal', 'Hamza Abu-Aiaash']"
1031 30 "The Secret Life of Words" (2005) 7.5 68 47680 "
Drama, Romance            " "115 min" - 20023.0 "Isabel Coixet" "['Sarah Polley', 'Tim Robbins', 'Sverre Anker Ousdal', 'Javier Cámara']"
1032 31 "Corpse Bride" (2005) 7.4 83 47680 "
Animation, Drama, Family            " "77 min" PG 53359111.0 "Tim Burton" "['Johnny Depp', 'Helena Bonham Carter', 'Emily Watson', 'Tracey Ullman']"
1033 32 Brick (2005) 7.4 72 47680 "
Action, Crime, Drama            " "110 min" R 2060589.0 "Rian Johnson" "['Joseph Gordon-Levitt', 'Lukas Haas', 'Emilie de Ravin', 'Meagan Good']"
1034 33 "The Constant Gardener" (2005) 7.4 82 47680 "
Drama, Mystery, Romance            " "129 min" R 33579797.0 "Fernando Meirelles" "['Ralph Fiennes', 'Rachel Weisz', 'Danny Huston', 'Hubert Koundé']"
1035 34 "Memoirs of a Geisha" (2005) 7.4 54 47680 "
Drama, Romance            " "145 min" PG-13 57490508.0 "Rob Marshall" "['Ziyi Zhang', 'Ken Watanabe', 'Michelle Yeoh', 'Suzuka Ohgo']"
1036 35 Capote (2005) 7.4 88 47680 "
Biography, Crime, Drama            " "114 min" R 28747570.0 "Bennett Miller" "['Philip Seymour Hoffman', 'Clifton Collins Jr.', 'Catherine Keener', 'Allie Mickelson']"
1037 36 "Hustle & Flow" (2005) 7.4 68 47680 "
Crime, Drama, Music            " "116 min" R 22201636.0 "Craig Brewer" "['Terrence Howard', 'Ludacris', 'Anthony Anderson', 'Taryn Manning']"
1038 37 "The Squid and the Whale" (2005) 7.4 82 47680 "
Comedy, Drama            " "81 min" R 7362100.0 "Noah Baumbach" "['Owen Kline', 'Jeff Daniels', 'Laura Linney', 'Jesse Eisenberg']"
1039 38 "The Proposition" (2005) 7.4 73 47680 "
Crime, Drama, Western            " "104 min" R 1900725.0 "John Hillcoat" "['Ray Winstone', 'Guy Pearce', 'Emily Watson', 'Richard Wilson']"
1040 39 Manderlay (2005) 7.4 46 47680 "
Drama            " "139 min" - 78378.0 "Lars von Trier" "['Bryce Dallas Howard', 'Isaach De Bankolé', 'Danny Glover', 'Willem Dafoe']"
1041 40 "The Three Burials of Melquiades Estrada" (2005) 7.4 77 47680 "
Adventure, Crime, Drama            " "121 min" R 5023275.0 "Tommy Lee Jones" "['Tommy Lee Jones', 'Barry Pepper', 'Dwight Yoakam', 'January Jones']"
1042 41 Transamerica (2005) 7.4 66 47680 "
Adventure, Comedy, Drama            " "103 min" R 9015303.0 "Duncan Tucker" "['Felicity Huffman', 'Kevin Zegers', 'Fionnula Flanagan', 'Andrea James']"
1043 42 "Coach Carter" (2005) 7.3 57 47680 "
Biography, Drama, Sport            " "136 min" PG-13 67264877.0 "Thomas Carter" "['Samuel L. Jackson', 'Rick Gonzalez', ""Robert Ri'chard"", 'Rob Brown']"
1044 43 "North Country" (2005) 7.3 68 47680 "
Drama            " "126 min" R 18324242.0 "Niki Caro" "['Charlize Theron', 'Jeremy Renner', 'Frances McDormand', 'Thomas Curtis']"
1045 44 "Breakfast on Pluto" (2005) 7.3 59 47680 "
Comedy, Drama            " "128 min" R 828699.0 "Neil Jordan" "['Cillian Murphy', 'Morgan Jones', 'Eva Birthistle', 'Liam Neeson']"
1046 45 "De battre mon coeur s'est arrêté" (2005) 7.3 75 47680 "
Crime, Drama, Music            " "108 min" - 1023424.0 "Jacques Audiard" "['Romain Duris', 'Aure Atika', 'Emmanuelle Devos', 'Niels Arestrup']"
1047 46 Tsotsi (2005) 7.3 70 47680 "
Crime, Drama            " "94 min" R 2912363.0 "Gavin Hood" "['Presley Chweneyagae', 'Mothusi Magano', 'Israel Makoe', 'Terry Pheto']"
1048 47 "Me and You and Everyone We Know" (2005) 7.3 76 47680 "
Comedy, Drama            " "91 min" R 3885134.0 "Miranda July" "['John Hawkes', 'Miranda July', 'Miles Thompson', 'Brandon Ratcliff']"
1049 48 "King Kong" (2005) 7.2 81 47680 "
Action, Adventure, Drama            " "187 min" UA 218080025.0 "Peter Jackson" "['Naomi Watts', 'Jack Black', 'Adrien Brody', 'Thomas Kretschmann']"
1050 49 "The Descent" (2005) 7.2 71 47680 "
Adventure, Horror, Thriller            " "99 min" R 26024456.0 "Neil Marshall" "['Shauna Macdonald', 'Natalie Mendoza', 'Alex Reid', 'Saskia Mulder']"
1051 1 "The Departed" (2006) 8.5 85 47680 "
Crime, Drama, Thriller            " "151 min" A 132384315.0 "Martin Scorsese" "['Leonardo DiCaprio', 'Matt Damon', 'Jack Nicholson', 'Mark Wahlberg']"
1052 2 "The Prestige" (2006) 8.5 66 47680 "
Drama, Mystery, Sci-Fi            " "130 min" PG-13 53089891.0 "Christopher Nolan" "['Christian Bale', 'Hugh Jackman', 'Scarlett Johansson', 'Michael Caine']"
1053 3 "Casino Royale" (2006) 8.0 80 47680 "
Action, Adventure, Thriller            " "144 min" PG-13 167445960.0 "Martin Campbell" "['Daniel Craig', 'Eva Green', 'Judi Dench', 'Jeffrey Wright']"
1054 4 "The Pursuit of Happyness" (2006) 8.0 64 47680 "
Biography, Drama            " "117 min" PG-13 163566459.0 "Gabriele Muccino" "['Will Smith', 'Thandie Newton', 'Jaden Smith', 'Brian Howe']"
1055 5 "Blood Diamond" (2006) 8.0 64 47680 "
Adventure, Drama, Thriller            " "143 min" A 57366262.0 "Edward Zwick" "['Leonardo DiCaprio', 'Djimon Hounsou', 'Jennifer Connelly', 'Kagiso Kuypers']"
1056 6 "Children of Men" (2006) 7.9 84 47680 "
Drama, Sci-Fi, Thriller            " "109 min" A 35552383.0 "Alfonso Cuarón" "['Julianne Moore', 'Clive Owen', 'Chiwetel Ejiofor', 'Michael Caine']"
1057 7 "The Fall" (2006) 7.9 64 47680 "
Adventure, Comedy, Drama            " "117 min" R 2280348.0 "Tarsem Singh" "['Lee Pace', 'Catinca Untaru', 'Justine Waddell', 'Kim Uylenbroek']"
1058 8 "Letters from Iwo Jima" (2006) 7.9 89 47680 "
Drama, History, War            " "141 min" R 13756082.0 "Clint Eastwood" "['Ken Watanabe', 'Kazunari Ninomiya', 'Tsuyoshi Ihara', 'Ryo Kase']"
1059 9 "Little Miss Sunshine" (2006) 7.8 80 47680 "
Comedy, Drama            " "101 min" R 59891098.0 "Jonathan Dayton" "['Steve Carell', 'Toni Collette', 'Greg Kinnear', 'Abigail Breslin']"
1060 10 "Lucky Number Slevin" (2006) 7.8 53 47680 "
Crime, Drama, Mystery            " "110 min" R 22494487.0 "Paul McGuigan" "['Josh Hartnett', 'Ben Kingsley', 'Morgan Freeman', 'Lucy Liu']"
1061 11 Zwartboek (2006) 7.8 71 47680 "
Drama, Thriller, War            " "145 min" R 4398392.0 "Paul Verhoeven" "['Carice van Houten', 'Sebastian Koch', 'Thom Hoffman', 'Halina Reijn']"
1062 12 "Efter brylluppet" (2006) 7.8 78 47680 "
Drama            " "120 min" R 412544.0 "Susanne Bier" "['Mads Mikkelsen', 'Sidse Babett Knudsen', 'Rolf Lassgård', 'Neeral Mulchandani']"
1063 13 300 (2006) 7.7 52 47680 "
Action, Fantasy            " "117 min" A 210614939.0 "Zack Snyder" "['Gerard Butler', 'Lena Headey', 'David Wenham', 'Dominic West']"
1064 14 Papurika (2006) 7.7 81 47680 "
Animation, Adventure, Crime            " "90 min" U 881302.0 "Satoshi Kon" "['Megumi Hayashibara', 'Tôru Emori', 'Katsunosuke Hori', 'Tôru Furuya']"
1065 15 "The Last King of Scotland" (2006) 7.7 74 47680 "
Biography, Drama, History            " "123 min" R 17605861.0 "Kevin Macdonald" "['James McAvoy', 'Forest Whitaker', 'Gillian Anderson', 'Kerry Washington']"
1066 16 "This Is England" (2006) 7.7 86 47680 "
Crime, Drama            " "101 min" - 327919.0 "Shane Meadows" "['Thomas Turgoose', 'Stephen Graham', 'Jo Hartley', 'Andrew Shim']"
1067 17 "Huo yuanjia" (2006) 7.7 70 47680 "
Action, Biography, Drama            " "104 min" PG-13 24633730.0 "Ronny Yu" "['Jet Li', 'Li Sun', 'Yong Dong', 'Yun Qu']"
1068 18 "Inside Man" (2006) 7.6 76 47680 "
Crime, Drama, Mystery            " "129 min" R 88513495.0 "Spike Lee" "['Denzel Washington', 'Clive Owen', 'Jodie Foster', 'Christopher Plummer']"
1069 19 "The Illusionist" (2006) 7.6 68 47680 "
Drama, Mystery, Romance            " "110 min" PG-13 39868642.0 "Neil Burger" "['Edward Norton', 'Jessica Biel', 'Paul Giamatti', 'Rufus Sewell']"
1070 20 "United 93" (2006) 7.6 90 47680 "
Drama, History, Thriller            " "111 min" R 31567134.0 "Paul Greengrass" "['David Alan Basche', 'Olivia Thirlby', 'Liza Colón-Zayas', 'J.J. Johnson']"
1071 21 "Stranger Than Fiction" (2006) 7.6 67 47680 "
Comedy, Drama, Fantasy            " "113 min" PG-13 40137776.0 "Marc Forster" "['Will Ferrell', 'Emma Thompson', 'Dustin Hoffman', 'Queen Latifah']"
1072 22 "Away from Her" (2006) 7.6 88 47680 "
Drama            " "110 min" PG-13 4571521.0 "Sarah Polley" "['Julie Christie', 'Michael Murphy', 'Gordon Pinsent', 'Stacey LaBerge']"
1073 23 "Snow Cake" (2006) 7.6 54 47680 "
Drama, Romance            " "112 min" - 26014.0 "Marc Evans" "['Alan Rickman', 'Sigourney Weaver', 'Carrie-Anne Moss', 'Emily Hampshire']"
1074 24 "Perfume: The Story of a Murderer" (2006) 7.5 56 47680 "
Crime, Drama, Fantasy            " "147 min" R 2223293.0 "Tom Tykwer" "['Ben Whishaw', 'Dustin Hoffman', 'Alan Rickman', 'Francesc Albiol']"
1075 25 "Little Children" (2006) 7.5 75 47680 "
Drama, Romance            " "136 min" R 5463019.0 "Todd Field" "['Kate Winslet', 'Jennifer Connelly', 'Patrick Wilson', 'Jackie Earle Haley']"
1076 26 Babel "(I) (2006)" 7.5 69 47680 "
Drama            " "143 min" R 34302837.0 "Alejandro G. Iñárritu" "['Brad Pitt', 'Cate Blanchett', 'Gael García Bernal', 'Mohamed Akhzam']"
1077 27 "The Painted Veil" (2006) 7.5 69 47680 "
Drama, Romance            " "125 min" PG-13 8060487.0 "John Curran" "['Naomi Watts', 'Edward Norton', 'Liev Schreiber', 'Catherine An']"
1078 28 "The Wind that Shakes the Barley" (2006) 7.5 82 47680 "
Drama, War            " "127 min" - 1829142.0 "Ken Loach" "['Cillian Murphy', 'Pádraic Delaney', 'Liam Cunningham', 'Orla Fitzgerald']"
1079 29 "Amazing Grace" (2006) 7.5 65 47680 "
Biography, Drama, History            " "118 min" PG 21208358.0 "Michael Apted" "['Ioan Gruffudd', 'Albert Finney', 'Michael Gambon', 'Romola Garai']"
1080 30 "The Namesake" (2006) 7.5 82 47680 "
Drama            " "122 min" PG-13 8661334.0 "Mira Nair" "['Kal Penn', 'Irrfan Khan', 'Tabu', 'Jacinda Barrett']"
1081 31 "Notes on a Scandal" (2006) 7.4 73 47680 "
Crime, Drama, Romance            " "92 min" R 17508670.0 "Richard Eyre" "['Cate Blanchett', 'Judi Dench', 'Andrew Simpson', 'Tom Georgeson']"
1082 32 "Running Scared" (2006) 7.4 41 47680 "
Action, Crime, Drama            " "122 min" R 6855137.0 "Wayne Kramer" "['Paul Walker', 'Cameron Bright', 'Chazz Palminteri', 'Vera Farmiga']"
1083 33 "Clerks II" (2006) 7.4 65 47680 "
Comedy            " "97 min" R 24138847.0 "Kevin Smith" "[""Brian O'Halloran"", 'Jeff Anderson', 'Rosario Dawson', 'Jason Mewes']"
1084 34 "Akeelah and the Bee" (2006) 7.4 72 47680 "
Drama            " "112 min" PG 18811135.0 "Doug Atchison" "['Angela Bassett', 'Laurence Fishburne', 'Keke Palmer', 'Curtis Armstrong']"
1085 35 "The Ultimate Gift" (2006) 7.4 49 47680 "
Drama, Family, Romance            " "114 min" PG 3438735.0 "Michael O. Sajbel" "['Drew Fuller', 'James Garner', 'Abigail Breslin', 'Bill Cobbs']"
1086 36 "Pirates of the Caribbean: Dead Man's Chest" (2006) 7.3 53 47680 "
Action, Adventure, Fantasy            " "151 min" PG-13 423315812.0 "Gore Verbinski" "['Johnny Depp', 'Orlando Bloom', 'Keira Knightley', 'Jack Davenport']"
1087 37 "The Fountain" (2006) 7.3 51 47680 "
Drama, Sci-Fi            " "96 min" PG-13 10144010.0 "Darren Aronofsky" "['Hugh Jackman', 'Rachel Weisz', 'Sean Patrick Thomas', 'Ellen Burstyn']"
1088 38 "Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan" (2006) 7.3 89 47680 "
Comedy            " "84 min" R 128505958.0 "Larry Charles" "['Sacha Baron Cohen', 'Ken Davitian', 'Luenell', 'Chester']"
1089 39 "Rescue Dawn" (2006) 7.3 77 47680 "
Adventure, Biography, Drama            " "120 min" PG-13 5490423.0 "Werner Herzog" "['Christian Bale', 'Steve Zahn', 'Jeremy Davies', 'Zach Grenier']"
1090 40 Candy (2006) 7.3 57 47680 "
Drama, Romance            " "116 min" R 44720.0 "Neil Armfield" "['Heath Ledger', 'Abbie Cornish', 'Geoffrey Rush', 'Tom Budge']"
1091 41 "Eight Below" (2006) 7.3 64 47680 "
Adventure, Drama, Family            " "120 min" PG 81612565.0 "Frank Marshall" "['Paul Walker', 'Jason Biggs', 'Bruce Greenwood', 'Moon Bloodgood']"
1092 42 "The Queen" (2006) 7.3 91 47680 "
Biography, Drama, History            " "103 min" PG-13 56441711.0 "Stephen Frears" "['Helen Mirren', 'Michael Sheen', 'James Cromwell', 'Alex Jennings']"
1093 43 "Paris, je t'aime" (2006) 7.3 66 47680 "
Comedy, Drama, Romance            " "120 min" R 4857376.0 "Olivier Assayas" "['Juliette Binoche', 'Leonor Watling', 'Ludivine Sagnier', 'Fanny Ardant']"
1094 44 "Wristcutters: A Love Story" (2006) 7.3 62 47680 "
Comedy, Drama, Fantasy            " "88 min" R 316996.0 "Goran Dukic" "['Patrick Fugit', 'Shea Whigham', 'Tom Waits', 'Will Arnett']"
1095 45 "Peaceful Warrior" (2006) 7.3 40 47680 "
Drama, Romance, Sport            " "120 min" PG-13 3960414.0 "Victor Salva" "['Scott Mechlowicz', 'Nick Nolte', 'Amy Smart', 'Tim DeKay']"
1096 46 "La science des rêves" (2006) 7.3 70 47680 "
Comedy, Drama, Fantasy            " "105 min" R 4663809.0 "Michel Gondry" "['Gael García Bernal', 'Charlotte Gainsbourg', 'Miou-Miou', 'Alain Chabat']"
1097 47 "Trailer Park Boys: The Movie" (2006) 7.3 38 47680 "
Comedy, Crime            " "95 min" R 11078.0 "Mike Clattenburg" "['Robb Wells', 'John Paul Tremblay', 'Mike Smith', 'Lucy Decoutere']"
1098 1 "No Country for Old Men" (2007) 8.1 91 47680 "
Crime, Drama, Thriller            " "122 min" R 74283625.0 "Ethan Coen" "['Tommy Lee Jones', 'Javier Bardem', 'Josh Brolin', 'Woody Harrelson']"
1099 2 "There Will Be Blood" (2007) 8.1 93 47680 "
Drama            " "158 min" R 40222514.0 "Paul Thomas Anderson" "['Daniel Day-Lewis', 'Paul Dano', 'Ciarán Hinds', 'Martin Stringer']"
1100 3 "Into the Wild" (2007) 8.1 73 47680 "
Adventure, Biography, Drama            " "148 min" R 18352454.0 "Sean Penn" "['Emile Hirsch', 'Vince Vaughn', 'Catherine Keener', 'Marcia Gay Harden']"
1101 4 Persepolis (2007) 8.1 90 47680 "
Animation, Biography, Drama            " "96 min" PG-13 4443403.0 "Vincent Paronnaud" "['Chiara Mastroianni', 'Catherine Deneuve', 'Gena Rowlands', 'Danielle Darrieux']"
1102 5 Ratatouille (2007) 8.0 96 47680 "
Animation, Adventure, Comedy            " "111 min" G 206445654.0 "Brad Bird" "['Brad Garrett', 'Lou Romano', 'Patton Oswalt', 'Ian Holm']"
1103 6 "The Bourne Ultimatum" (2007) 8.0 85 47680 "
Action, Mystery, Thriller            " "115 min" UA 227471070.0 "Paul Greengrass" "['Matt Damon', 'Edgar Ramírez', 'Joan Allen', 'Julia Stiles']"
1104 7 "Hot Fuzz" (2007) 7.9 81 47680 "
Action, Comedy            " "121 min" R 23637265.0 "Edgar Wright" "['Simon Pegg', 'Nick Frost', 'Martin Freeman', 'Bill Nighy']"
1105 8 Once (2007) 7.9 88 47680 "
Drama, Music, Romance            " "86 min" R 9439923.0 "John Carney" "['Glen Hansard', 'Markéta Irglová', 'Hugh Walsh', 'Gerard Hendrick']"
1106 9 Atonement (2007) 7.8 85 47680 "
Drama, Mystery, Romance            " "123 min" R 50927067.0 "Joe Wright" "['Keira Knightley', 'James McAvoy', 'Brenda Blethyn', 'Saoirse Ronan']"
1107 10 "American Gangster" (2007) 7.8 76 47680 "
Biography, Crime, Drama            " "157 min" R 130164645.0 "Ridley Scott" "['Denzel Washington', 'Russell Crowe', 'Chiwetel Ejiofor', 'Josh Brolin']"
1108 11 Shelter "(II) (2007)" 7.8 66 47680 "
Drama, Romance, Sport            " "97 min" R 142666.0 "Jonah Markowitz" "['Trevor Wright', 'Brad Rowe', 'Tina Holmes', 'Jackson Wurth']"
1109 12 "Auf der anderen Seite" (2007) 7.8 85 47680 "
Drama            " "122 min" - 741283.0 "Fatih Akin" "['Baki Davrak', 'Gürsoy Gemec', 'Cengiz Daner', 'Tuncel Kurtiz']"
1110 13 Stardust (2007) 7.7 66 47680 "
Adventure, Family, Fantasy            " "127 min" PG-13 38634938.0 "Matthew Vaughn" "['Charlie Cox', 'Claire Danes', 'Sienna Miller', 'Ian McKellen']"
1111 14 Zodiac (2007) 7.7 78 47680 "
Crime, Drama, Mystery            " "157 min" UA 33080084.0 "David Fincher" "['Jake Gyllenhaal', 'Robert Downey Jr.', 'Mark Ruffalo', 'Anthony Edwards']"
1112 15 "Gone Baby Gone" (2007) 7.7 72 47680 "
Crime, Drama, Mystery            " "114 min" R 20300218.0 "Ben Affleck" "['Morgan Freeman', 'Ed Harris', 'Casey Affleck', 'Michelle Monaghan']"
1113 16 "3:10 to Yuma" (2007) 7.7 76 47680 "
Action, Adventure, Crime            " "122 min" R 53606916.0 "James Mangold" "['Russell Crowe', 'Christian Bale', 'Ben Foster', 'Logan Lerman']"
1114 17 "Eastern Promises" (2007) 7.7 82 47680 "
Crime, Drama, Mystery            " "100 min" R 17114882.0 "David Cronenberg" "['Naomi Watts', 'Viggo Mortensen', 'Armin Mueller-Stahl', 'Josef Altin']"
1115 18 Control (2007) 7.7 78 47680 "
Biography, Drama, Music            " "122 min" R 871577.0 "Anton Corbijn" "['Sam Riley', 'Samantha Morton', 'Craig Parkinson', 'Alexandra Maria Lara']"
1116 19 "The Visitor" "(I) (2007)" 7.7 79 47680 "
Drama            " "104 min" PG-13 9422422.0 "Tom McCarthy" "['Richard Jenkins', 'Haaz Sleiman', 'Danai Gurira', 'Hiam Abbass']"
1117 20 Superbad (2007) 7.6 76 47680 "
Comedy            " "113 min" R 121463226.0 "Greg Mottola" "['Michael Cera', 'Jonah Hill', 'Christopher Mintz-Plasse', 'Bill Hader']"
1118 21 Grindhouse (2007) 7.6 77 47680 "
Action, Horror, Thriller            " "191 min" R 25031037.0 "Robert Rodriguez" "['Kurt Russell', 'Rose McGowan', 'Danny Trejo', 'Zoë Bell']"
1119 22 "La môme" (2007) 7.6 66 47680 "
Biography, Drama, Music            " "140 min" PG-13 10301706.0 "Olivier Dahan" "['Marion Cotillard', 'Sylvie Testud', 'Pascal Greggory', 'Emmanuelle Seigner']"
1120 23 "The Great Debaters" (2007) 7.6 65 47680 "
Biography, Drama, Romance            " "126 min" PG-13 30226144.0 "Denzel Washington" "['Denzel Washington', 'Forest Whitaker', 'Kimberly Elise', 'Nate Parker']"
1121 24 "The Kite Runner" (2007) 7.6 61 47680 "
Drama            " "128 min" PG-13 15800078.0 "Marc Forster" "['Khalid Abdalla', 'Ahmad Khan Mahmoodzada', 'Atossa Leoni', 'Shaun Toub']"
1122 25 "Se, jie" (2007) 7.6 61 47680 "
Drama, History, Romance            " "157 min" NC-17 4602512.0 "Ang Lee" "['Tony Chiu-Wai Leung', 'Wei Tang', 'Joan Chen', 'Leehom Wang']"
1123 26 "Die Fälscher" (2007) 7.6 78 47680 "
Crime, Drama, War            " "98 min" R 5484715.0 "Stefan Ruzowitzky" "['Karl Markovics', 'August Diehl', 'Devid Striesow', 'Martin Brambach']"
1124 27 "Boy A" (2007) 7.6 75 47680 "
Drama            " "102 min" R 106368.0 "John Crowley" "['Andrew Garfield', 'Peter Mullan', 'Shaun Evans', 'Siobhan Finneran']"
1125 28 "Bikur Ha-Tizmoret" (2007) 7.6 80 47680 "
Comedy, Drama, Music            " "87 min" PG-13 3053823.0 "Eran Kolirin" "['Sasson Gabai', 'Ronit Elkabetz', 'Saleh Bakri', 'Khalifa Natour']"
1126 29 "Harry Potter and the Order of the Phoenix" (2007) 7.5 71 47680 "
Adventure, Family, Fantasy            " "138 min" PG-13 292004738.0 "David Yates" "['Daniel Radcliffe', 'Emma Watson', 'Rupert Grint', 'Brendan Gleeson']"
